YEAR,DOY,WS10M,RH2M,T2M_MAX,T2M_MIN,PRECTOTCORR
2003,56,2.31,49.34,33.2,18.19,1.59
2003,57,3.16,43.78,33.94,20.11,0.24
2003,58,4.6,44.24,34.31,20.92,0.04
2003,59,4.43,43.5,35.36,17.6,0.0
2003,60,3.29,43.74,35.18,17.26,0.01
2003,61,3.34,38.72,35.67,17.42,0.0
2003,62,3.99,35.83,36.28,17.71,0.0
2003,63,4.1,33.39,36.12,18.24,0.0
2003,64,4.79,33.56,35.96,18.27,0.0
2003,65,4.59,35.72,36.04,18.02,0.0
2003,66,4.16,39.49,36.08,17.85,0.0
2003,67,4.04,44.51,35.26,17.45,0.0
2003,68,4.2,45.08,35.9,17.9,0.0
2003,69,3.67,42.25,35.53,17.36,0.0
2003,70,2.85,34.05,36.17,16.71,0.0
2003,71,3.92,42.85,35.84,17.38,0.0
2003,72,4.43,51.06,36.24,20.12,0.0
2003,73,3.58,49.86,35.7,20.97,0.12
2003,74,2.96,47.17,35.86,21.54,0.12
2003,75,3.66,60.59,30.54,22.31,0.3
2003,76,2.99,57.03,33.58,20.82,2.49
2003,77,3.31,58.12,33.53,20.87,2.76
2003,78,3.78,59.46,34.39,20.61,2.13
2003,79,3.04,68.66,31.37,21.54,1.56
2003,80,3.99,58.65,33.91,20.39,0.06
2003,81,5.31,48.77,34.82,18.73,0.0
2003,82,4.91,40.37,36.08,16.92,0.0
2003,83,4.63,29.82,36.23,16.83,0.0
2003,84,4.22,34.26,36.94,17.02,0.0
2003,85,4.81,35.78,36.4,17.77,0.0
2003,86,3.49,38.64,36.72,17.9,0.0
2003,87,2.55,34.93,36.33,20.6,2.19
2003,88,2.12,42.85,35.46,21.2,1.82
2003,89,3.52,38.84,36.42,22.39,0.0
2003,90,2.4,39.28,35.81,23.31,0.0
2003,91,2.51,45.46,35.23,24.55,5.11
2003,92,2.76,54.68,33.99,23.28,3.28
2003,93,2.78,57.02,34.21,22.8,0.5
2003,94,2.29,56.22,34.38,21.77,1.93
2003,95,2.78,54.58,33.14,21.62,0.32
2003,96,2.36,56.66,30.78,21.63,0.0
2003,97,4.39,44.79,34.78,19.44,0.0
2003,98,4.02,46.08,35.5,19.89,0.0
2003,99,3.64,49.61,35.81,20.57,0.26
2003,100,2.02,47.18,34.82,22.56,0.18
2003,101,3.06,48.5,34.52,22.92,0.11
2003,102,2.07,54.11,34.21,23.59,0.28
2003,103,2.28,41.73,36.01,22.94,0.0
2003,104,3.77,30.16,38.41,20.83,0.0
2003,105,3.93,39.16,37.96,20.62,0.0
2003,106,3.91,41.69,38.39,20.74,0.01
2003,107,3.71,36.63,38.57,21.91,0.0
2003,108,2.32,33.41,38.9,22.18,0.01
2003,109,1.67,41.74,36.16,23.79,10.42
2003,110,2.07,58.58,33.54,21.94,3.37
2003,111,3.53,51.51,35.72,21.3,0.28
2003,112,3.81,45.51,36.93,20.73,0.0
2003,113,3.69,41.93,38.0,20.36,0.0
2003,114,3.38,35.68,38.77,21.07,0.08
2003,115,4.42,32.82,39.09,21.18,0.01
2003,116,4.8,36.39,37.79,20.29,0.0
2003,117,3.55,39.97,37.95,18.42,0.0
2003,118,3.38,62.44,33.84,22.96,29.54
2003,119,3.25,66.75,32.65,21.07,7.06
2003,120,4.11,62.08,34.34,19.24,0.91
2003,121,3.78,61.5,34.56,20.78,0.29
2003,122,3.93,59.8,35.66,20.79,0.05
2003,123,2.73,61.3,34.34,21.85,0.02
2003,124,3.33,65.04,33.11,23.17,0.04
2003,125,3.07,59.89,35.18,21.82,0.07
2003,126,3.46,55.12,36.61,20.98,0.29
2003,127,3.63,54.06,36.72,20.95,0.04
2003,128,3.69,49.7,36.96,21.44,0.0
2003,129,2.99,46.04,36.8,22.6,0.0
2003,130,3.04,44.19,35.97,22.41,0.0
2003,131,3.48,43.3,37.58,22.07,0.05
2003,132,3.61,50.68,34.83,22.37,0.0
2003,133,4.85,57.31,34.17,22.33,2.25
2003,134,6.59,58.2,33.44,22.29,0.23
2003,135,6.59,55.16,35.1,21.91,0.0
2003,136,6.15,56.63,35.05,22.92,0.0
2003,137,6.57,52.74,38.02,21.31,0.43
2003,138,6.6,45.62,38.87,22.01,0.6
2003,139,5.8,45.08,37.96,21.23,0.0
2003,140,3.84,41.6,38.69,21.99,0.0
2003,141,4.1,40.65,38.74,23.39,0.01
2003,142,4.88,41.62,38.47,23.77,0.0
2003,143,4.47,45.37,38.18,23.92,0.14
2003,144,3.79,43.98,37.73,24.35,0.03
2003,145,3.11,45.77,36.42,25.09,0.22
2003,146,4.14,46.28,37.35,23.46,1.01
2003,147,5.21,46.54,38.48,23.89,0.31
2003,148,4.77,49.55,36.98,23.47,0.01
2003,149,4.42,54.32,34.11,23.6,0.39
2003,150,3.68,41.16,38.71,21.37,0.0
2003,151,5.33,44.05,38.01,22.61,0.06
2003,152,3.93,43.57,38.3,24.8,4.49
2003,153,5.46,54.27,36.28,23.0,0.89
2003,154,4.59,52.19,37.45,22.7,0.0
2003,155,4.51,61.22,34.14,23.87,15.02
2003,156,4.48,72.12,31.74,22.01,4.08
2003,157,4.21,59.04,35.74,21.98,0.0
2003,158,3.81,74.34,30.45,22.97,14.62
2003,159,4.83,72.24,31.71,21.55,9.2
2003,160,4.52,69.16,32.37,21.22,0.27
2003,161,5.11,67.73,32.99,21.61,0.0
2003,162,4.17,67.49,32.42,21.31,0.04
2003,163,4.29,74.44,29.54,21.75,0.2
2003,164,4.28,73.0,30.36,20.89,0.07
2003,165,5.58,78.16,26.45,21.12,0.11
2003,166,6.92,77.12,27.94,20.76,0.1
2003,167,6.5,74.57,30.48,21.39,0.07
2003,168,6.75,72.94,28.99,20.8,0.64
2003,169,6.38,73.73,27.95,20.56,0.28
2003,170,7.35,75.38,28.12,20.9,0.29
2003,171,7.66,76.88,27.71,20.6,5.31
2003,172,5.97,78.93,27.32,20.22,6.05
2003,173,7.06,76.53,28.37,20.38,0.2
2003,174,7.07,71.81,30.34,20.25,2.45
2003,175,6.29,70.84,29.66,19.6,0.2
2003,176,5.92,73.31,28.4,18.96,0.03
2003,177,5.42,75.02,28.52,19.05,0.0
2003,178,4.94,72.43,28.92,18.98,0.7
2003,179,5.54,71.55,28.79,18.95,1.9
2003,180,5.12,73.44,29.08,19.66,0.07
2003,181,5.99,69.49,30.39,19.03,0.53
2003,182,4.22,76.44,27.07,19.29,1.39
2003,183,5.27,80.94,26.7,20.33,0.68
2003,184,5.87,75.17,29.4,19.29,0.04
2003,185,6.26,76.3,27.44,19.64,0.14
2003,186,6.62,74.63,28.92,19.92,0.11
2003,187,6.72,71.31,29.6,19.75,0.07
2003,188,6.48,70.42,30.32,18.95,0.37
2003,189,5.91,70.77,29.54,18.83,0.28
2003,190,5.18,75.53,30.4,19.68,6.23
2003,191,5.7,73.93,30.75,20.25,5.97
2003,192,6.06,75.05,30.45,19.97,1.2
2003,193,4.73,80.46,25.67,20.32,2.57
2003,194,4.46,78.99,29.5,19.77,13.31
2003,195,5.6,81.01,28.04,19.92,0.51
2003,196,6.4,76.57,28.73,19.62,0.43
2003,197,5.98,82.02,26.04,20.31,21.75
2003,198,5.22,77.12,29.42,19.61,0.53
2003,199,5.09,73.81,31.5,20.46,0.72
2003,200,5.03,76.25,28.99,21.02,0.42
2003,201,4.25,70.2,31.38,20.9,0.2
2003,202,4.3,73.32,31.17,20.65,0.17
2003,203,5.11,74.69,30.51,21.06,1.43
2003,204,6.29,78.69,29.75,20.82,10.74
2003,205,7.11,80.12,27.67,20.34,2.47
2003,206,7.46,76.51,28.6,20.44,0.1
2003,207,7.38,77.9,27.17,20.85,0.03
2003,208,7.24,78.39,27.19,20.46,0.35
2003,209,6.26,78.26,29.42,20.36,0.13
2003,210,5.17,74.95,29.35,20.38,0.72
2003,211,4.06,76.69,30.62,19.8,4.62
2003,212,3.96,74.92,30.52,20.49,3.67
2003,213,3.89,73.65,30.87,19.42,4.77
2003,214,3.75,78.79,27.0,18.65,3.81
2003,215,4.84,75.84,30.02,19.52,6.31
2003,216,6.09,74.66,30.71,18.89,1.34
2003,217,6.91,76.5,28.93,20.17,0.66
2003,218,6.85,78.64,27.3,20.46,3.77
2003,219,6.85,78.93,28.83,20.18,1.46
2003,220,6.02,76.94,29.7,20.38,0.36
2003,221,5.06,76.9,30.03,20.14,3.97
2003,222,4.97,72.94,31.83,19.89,0.08
2003,223,4.21,75.3,30.01,20.59,1.57
2003,224,4.58,78.36,28.39,20.85,0.75
2003,225,5.65,73.83,30.56,20.21,0.43
2003,226,6.1,77.88,27.95,20.38,3.01
2003,227,5.7,77.05,29.42,19.89,5.6
2003,228,5.47,78.57,28.45,19.96,10.53
2003,229,5.51,85.1,27.01,20.01,21.23
2003,230,6.17,76.3,29.93,19.21,0.53
2003,231,7.22,76.83,27.49,19.69,0.15
2003,232,7.32,77.5,28.18,18.68,2.24
2003,233,7.22,79.09,28.34,18.53,3.44
2003,234,7.79,82.07,25.27,20.12,13.26
2003,235,6.2,79.7,27.72,19.29,0.4
2003,236,5.08,79.78,28.52,19.81,0.37
2003,237,5.35,81.28,29.44,20.15,10.53
2003,238,5.14,83.0,27.18,19.73,0.83
2003,239,4.56,83.09,27.52,20.0,8.66
2003,240,5.28,80.58,28.33,19.38,3.65
2003,241,4.89,80.14,28.14,19.21,0.21
2003,242,4.92,75.84,29.94,19.4,0.14
2003,243,5.09,80.25,26.46,19.42,0.16
2003,244,4.71,80.83,27.2,19.31,2.98
2003,245,5.5,79.06,27.5,19.35,3.51
2003,246,5.47,77.98,29.02,19.13,0.73
2003,247,5.53,79.38,28.7,19.57,12.03
2003,248,5.48,80.21,28.2,19.02,1.89
2003,249,5.36,79.81,28.48,19.45,0.14
2003,250,5.59,81.26,27.23,19.69,0.06
2003,251,5.08,78.0,28.41,19.47,0.01
2003,252,5.47,77.81,30.21,18.9,12.62
2003,253,5.46,74.35,29.79,18.8,0.9
2003,254,5.47,72.09,30.18,18.82,0.01
2003,255,6.04,73.54,30.12,18.94,0.01
2003,256,5.45,72.76,30.75,18.75,0.7
2003,257,5.14,73.81,30.36,18.32,0.06
2003,258,5.18,72.36,31.21,18.24,0.09
2003,259,5.66,76.78,29.93,19.33,4.98
2003,260,3.1,86.4,25.3,19.89,2.43
2003,261,4.05,80.95,27.05,19.62,0.37
2003,262,4.09,72.29,30.35,19.33,0.56
2003,263,3.8,71.8,30.13,18.7,0.02
2003,264,3.0,70.35,30.37,18.7,0.0
2003,265,3.6,69.51,30.73,19.38,0.77
2003,266,3.92,68.08,31.62,19.62,0.04
2003,267,4.47,73.62,29.84,19.95,0.01
2003,268,3.26,74.45,29.73,20.17,3.53
2003,269,3.25,80.08,29.27,20.51,4.87
2003,270,2.66,79.35,26.49,20.79,0.44
2003,271,1.91,73.85,31.46,19.57,5.12
2003,272,2.1,80.01,27.31,21.22,5.01
2003,273,2.02,79.75,28.69,20.37,1.07
2003,274,2.65,76.97,30.54,20.02,3.83
2003,275,2.68,77.18,30.74,20.56,2.51
2003,276,2.93,81.0,29.1,20.66,2.84
2003,277,1.68,83.49,27.73,20.44,4.24
2003,278,1.92,84.47,28.2,19.96,8.34
2003,279,4.24,85.99,26.59,20.83,10.9
2003,280,3.98,86.37,26.05,20.25,0.98
2003,281,4.46,78.95,28.8,18.08,0.36
2003,282,4.86,76.57,30.06,19.63,0.09
2003,283,3.48,73.94,30.91,18.76,0.11
2003,284,2.27,82.35,28.04,19.83,44.58
2003,285,1.97,82.68,27.69,19.65,20.41
2003,286,2.6,83.58,26.58,19.83,4.17
2003,287,1.97,80.5,27.93,18.93,1.41
2003,288,2.4,78.14,28.66,17.97,0.8
2003,289,1.87,79.67,28.95,17.76,0.57
2003,290,1.85,79.14,28.92,19.14,0.15
2003,291,1.5,87.5,25.65,19.27,3.24
2003,292,2.4,90.02,24.64,20.37,12.05
2003,293,3.6,89.0,25.56,20.43,10.7
2003,294,3.13,86.74,26.23,19.44,16.2
2003,295,2.34,87.9,26.67,18.71,8.03
2003,296,2.63,89.6,24.77,19.45,21.31
2003,297,3.89,85.67,26.91,18.93,3.83
2003,298,3.04,78.03,27.58,16.74,0.29
2003,299,2.41,74.42,27.47,16.03,0.03
2003,300,2.61,72.33,27.44,15.72,0.07
2003,301,2.1,71.88,26.96,14.32,0.0
2003,302,1.96,77.55,27.61,16.38,0.04
2003,303,3.51,83.96,27.83,17.59,0.34
2003,304,2.68,78.41,28.12,16.7,0.13
2003,305,3.08,81.42,28.14,16.44,0.22
2003,306,3.39,82.36,27.64,18.03,0.45
2003,307,4.02,82.68,27.55,18.33,0.44
2003,308,3.9,79.62,27.63,17.05,0.21
2003,309,3.39,78.98,27.96,16.08,0.25
2003,310,3.37,83.35,26.9,17.47,0.56
2003,311,2.95,88.17,23.99,18.33,0.94
2003,312,3.53,88.51,26.0,18.77,17.24
2003,313,4.68,85.13,26.41,18.38,2.06
2003,314,4.48,78.83,26.57,15.36,0.1
2003,315,3.79,78.5,26.22,12.42,0.02
2003,316,3.64,81.1,26.78,16.06,0.12
2003,317,4.31,82.63,27.7,15.95,0.59
2003,318,4.12,83.32,27.71,18.43,0.5
2003,319,4.23,81.1,27.92,16.79,0.4
2003,320,3.37,76.28,28.62,16.01,0.16
2003,321,2.98,76.12,29.29,17.51,0.0
2003,322,3.14,73.13,29.27,16.13,0.0
2003,323,3.07,70.52,28.15,14.27,0.0
2003,324,3.89,73.06,28.78,14.3,0.0
2003,325,3.46,82.56,23.36,15.16,0.32
2003,326,3.41,81.0,28.29,17.44,0.6
2003,327,4.13,74.83,28.18,16.06,0.11
2003,328,3.92,74.26,25.9,14.69,0.0
2003,329,3.84,72.72,28.03,11.98,0.0
2003,330,3.31,70.09,29.47,14.76,0.0
2003,331,3.53,65.78,28.54,13.01,0.07
2003,332,3.69,78.25,27.92,14.22,0.35
2003,333,4.89,80.92,27.19,17.29,2.69
2003,334,4.37,76.61,28.37,15.83,0.26
2003,335,3.98,68.55,28.84,14.74,0.04
2003,336,3.44,71.49,28.1,13.81,0.0
2003,337,3.74,69.43,28.41,14.28,0.0
2003,338,3.5,66.05,28.43,13.37,0.0
2003,339,3.41,63.54,28.43,12.58,0.0
2003,340,4.18,66.99,28.22,10.22,0.0
2003,341,3.73,60.83,28.92,9.73,0.0
2003,342,3.26,62.68,28.75,11.33,0.0
2003,343,3.4,64.49,28.77,12.67,0.0
2003,344,3.61,62.57,28.41,10.39,0.0
2003,345,3.42,69.83,28.53,12.72,0.0
2003,346,4.45,73.15,28.61,15.02,0.0
2003,347,4.34,68.21,28.66,15.1,0.0
2003,348,4.16,62.16,28.89,12.89,0.0
2003,349,4.03,68.54,25.11,14.21,0.65
2003,350,2.78,65.44,31.15,15.3,0.0
2003,351,2.05,63.38,30.98,16.04,0.0
2003,352,2.79,69.47,29.69,16.96,0.0
2003,353,2.96,65.08,29.95,15.99,0.01
2003,354,4.08,63.05,29.05,14.9,0.0
2003,355,3.64,59.27,28.45,13.82,0.0
2003,356,3.66,60.2,27.92,11.75,0.0
2003,357,4.21,72.56,28.66,13.17,0.28
2003,358,3.14,78.76,28.66,16.62,2.3
2003,359,2.8,75.64,30.11,19.48,0.58
2003,360,4.44,71.39,29.95,18.32,0.08
2003,361,4.42,74.42,29.13,18.08,0.3
2003,362,4.06,71.18,29.85,17.25,0.02
2003,363,5.02,68.13,29.44,17.02,0.0
2003,364,5.17,69.05,28.67,16.18,0.05
2003,365,4.36,73.36,28.62,16.33,0.09
2004,1,3.66,67.8,29.26,16.27,0.04
2004,2,3.35,65.35,29.54,16.26,0.04
2004,3,3.19,61.05,29.31,14.03,0.01
2004,4,3.56,62.02,29.04,13.88,0.0
2004,5,3.2,65.87,27.87,14.88,0.0
2004,6,3.41,67.48,28.67,15.97,0.0
2004,7,3.99,68.59,27.32,16.72,0.0
2004,8,5.09,60.47,29.38,15.24,0.0
2004,9,5.26,62.04,28.27,12.47,0.0
2004,10,4.54,59.62,30.15,11.41,0.0
2004,11,3.78,52.51,30.64,12.14,0.0
2004,12,3.32,53.65,31.27,12.07,0.0
2004,13,3.4,49.41,31.15,12.19,0.0
2004,14,3.11,48.34,31.72,11.46,0.0
2004,15,3.38,48.39,32.42,11.71,0.0
2004,16,3.39,47.65,31.94,11.89,0.0
2004,17,2.61,46.7,31.58,11.27,0.0
2004,18,1.96,51.34,32.27,12.92,0.0
2004,19,2.8,51.96,32.79,14.22,0.0
2004,20,2.85,53.75,33.08,14.82,0.0
2004,21,3.19,54.63,33.44,16.47,0.0
2004,22,3.84,58.56,31.37,16.83,0.0
2004,23,2.99,57.53,32.74,17.44,0.0
2004,24,3.06,58.87,33.22,18.04,0.0
2004,25,2.94,61.97,32.06,18.79,2.15
2004,26,2.17,57.76,32.15,18.88,1.42
2004,27,2.94,64.78,31.64,17.64,0.69
2004,28,3.58,63.89,31.17,18.53,0.09
2004,29,3.43,60.45,30.49,18.66,0.0
2004,30,2.65,61.4,31.16,18.24,0.37
2004,31,2.96,62.27,31.7,18.31,0.61
2004,32,2.82,61.92,28.77,18.84,0.38
2004,33,4.38,54.2,32.13,16.64,0.0
2004,34,3.67,50.54,33.29,15.95,0.0
2004,35,3.47,54.13,33.01,17.11,0.0
2004,36,2.73,55.32,31.89,18.23,0.0
2004,37,2.63,50.53,33.96,17.79,0.0
2004,38,3.3,57.98,31.18,18.98,0.0
2004,39,3.08,52.55,31.59,18.34,0.0
2004,40,3.27,47.9,32.82,16.56,0.0
2004,41,3.3,48.23,32.59,14.07,0.0
2004,42,3.53,48.31,33.18,14.34,0.0
2004,43,4.18,45.3,33.21,13.88,0.0
2004,44,4.73,46.6,32.31,12.58,0.0
2004,45,4.33,45.05,31.53,12.65,0.0
2004,46,4.02,42.38,31.68,13.43,0.0
2004,47,4.41,38.9,32.28,12.61,0.0
2004,48,4.57,41.46,32.98,13.23,0.0
2004,49,3.23,46.95,32.9,15.51,0.0
2004,50,3.06,44.93,33.53,13.88,0.0
2004,51,3.99,43.67,34.53,14.26,0.0
2004,52,4.71,41.39,34.49,14.34,0.0
2004,53,4.89,43.48,33.16,14.73,0.0
2004,54,3.73,33.8,34.87,14.09,0.0
2004,55,4.17,35.6,35.25,14.3,0.0
2004,56,3.72,38.14,35.36,14.47,0.0
2004,57,3.0,35.64,35.41,15.1,0.0
2004,58,2.7,36.9,35.79,14.21,0.0
2004,59,3.17,35.53,35.6,14.45,0.0
2004,60,3.99,32.09,36.11,14.69,0.0
2004,61,4.58,32.16,36.05,15.59,0.0
2004,62,4.47,32.15,36.32,17.36,0.0
2004,63,4.25,34.56,36.5,17.28,0.0
2004,64,4.54,35.26,35.69,17.28,0.0
2004,65,4.68,30.72,36.15,13.91,0.0
2004,66,4.24,21.62,37.48,16.01,0.0
2004,67,4.33,25.59,37.59,17.59,0.0
2004,68,4.84,36.42,35.68,16.3,0.0
2004,69,4.73,47.68,34.18,18.47,0.0
2004,70,4.12,44.24,34.51,17.24,0.0
2004,71,4.62,45.01,35.34,18.59,0.0
2004,72,4.39,44.95,35.49,17.03,0.0
2004,73,4.86,43.48,35.64,15.97,0.0
2004,74,5.53,33.41,35.66,17.8,0.01
2004,75,4.82,27.41,36.7,17.51,0.0
2004,76,4.93,21.59,37.04,17.83,0.0
2004,77,4.07,23.96,37.48,17.4,0.0
2004,78,4.59,30.86,37.77,17.06,0.0
2004,79,4.01,25.28,38.14,18.72,0.0
2004,80,3.42,30.11,38.32,17.66,0.0
2004,81,3.36,29.78,38.0,19.22,0.0
2004,82,3.47,35.16,38.43,18.81,0.0
2004,83,2.97,35.08,38.4,20.18,0.0
2004,84,3.43,31.51,38.27,21.03,0.0
2004,85,2.15,35.47,37.76,21.77,0.02
2004,86,3.89,30.95,37.56,24.0,0.01
2004,87,3.69,43.02,37.51,19.65,0.0
2004,88,3.47,49.16,36.29,21.26,0.47
2004,89,2.94,52.24,35.04,22.67,0.63
2004,90,2.95,54.46,33.07,24.0,1.12
2004,91,1.65,54.45,33.85,23.52,1.18
2004,92,1.61,68.29,27.55,22.98,4.9
2004,93,2.01,66.75,31.14,21.83,3.81
2004,94,1.39,67.04,29.52,21.73,1.02
2004,95,2.37,65.18,30.17,21.45,1.82
2004,96,1.82,72.64,28.59,20.77,2.94
2004,97,1.63,70.37,27.12,20.1,0.94
2004,98,1.74,59.98,32.92,18.78,0.13
2004,99,3.07,50.97,34.83,19.77,0.09
2004,100,2.57,46.99,35.51,19.83,0.0
2004,101,2.88,44.39,36.71,21.46,0.0
2004,102,3.66,39.4,37.74,21.39,0.0
2004,103,3.93,37.73,39.11,20.96,0.0
2004,104,3.64,35.93,39.25,22.12,0.0
2004,105,2.71,39.32,39.61,23.09,0.0
2004,106,2.19,40.8,37.84,23.93,0.0
2004,107,2.7,34.97,39.26,25.1,0.0
2004,108,2.1,31.16,39.96,24.83,0.0
2004,109,2.54,37.4,38.51,23.93,0.0
2004,110,2.83,33.67,39.58,23.91,0.02
2004,111,4.08,34.08,38.72,25.62,0.38
2004,112,2.58,40.17,36.96,24.23,3.67
2004,113,2.76,52.83,35.34,23.22,15.71
2004,114,1.97,61.49,34.43,21.8,7.98
2004,115,2.77,64.38,33.03,21.51,1.98
2004,116,4.04,55.49,34.52,21.41,0.73
2004,117,2.73,60.16,33.76,20.65,0.19
2004,118,2.21,59.61,33.55,21.43,0.5
2004,119,2.78,55.38,34.78,21.62,0.01
2004,120,2.52,52.69,35.68,22.04,0.2
2004,121,3.01,49.48,35.04,22.57,0.13
2004,122,4.08,50.25,36.74,21.25,0.04
2004,123,4.9,53.84,36.47,20.55,1.32
2004,124,5.75,74.06,27.27,20.85,18.22
2004,125,7.79,87.69,25.14,20.8,29.56
2004,126,4.51,82.16,27.25,20.77,4.65
2004,127,4.98,84.86,27.17,21.93,8.33
2004,128,4.11,78.69,31.35,20.48,4.85
2004,129,3.45,77.03,30.7,20.75,1.24
2004,130,3.64,80.1,30.16,20.89,11.28
2004,131,2.82,76.27,29.61,20.31,3.14
2004,132,4.1,68.97,32.64,20.52,2.63
2004,133,4.09,69.56,32.49,20.8,0.1
2004,134,3.45,74.36,31.85,20.84,4.49
2004,135,3.6,76.93,29.41,21.34,0.85
2004,136,4.73,76.85,29.62,20.36,11.15
2004,137,5.39,79.49,29.15,19.89,5.24
2004,138,5.53,84.49,25.79,20.06,11.21
2004,139,6.14,80.38,28.55,20.43,1.6
2004,140,7.5,76.17,29.19,20.23,0.13
2004,141,6.29,74.28,30.61,19.49,0.04
2004,142,5.93,74.05,31.13,19.23,0.07
2004,143,6.16,74.76,30.46,20.37,0.14
2004,144,5.48,81.57,29.08,20.18,15.3
2004,145,4.78,80.31,28.36,19.72,20.11
2004,146,3.4,85.9,26.34,19.36,5.12
2004,147,2.97,79.42,29.49,20.58,2.17
2004,148,4.05,83.67,27.17,20.65,28.02
2004,149,3.19,76.89,29.9,19.78,0.71
2004,150,2.59,76.93,29.74,19.5,11.66
2004,151,2.29,75.8,29.83,19.84,0.39
2004,152,2.63,88.67,24.63,20.52,25.65
2004,153,2.76,83.98,27.43,20.53,2.0
2004,154,2.45,79.01,29.31,20.3,0.17
2004,155,3.93,82.45,28.11,21.05,0.22
2004,156,3.71,81.12,27.87,20.25,2.59
2004,157,2.2,83.33,27.63,20.47,1.18
2004,158,3.81,82.51,28.02,20.5,0.04
2004,159,4.49,82.54,27.83,20.64,0.13
2004,160,5.6,84.27,26.78,20.0,0.66
2004,161,7.51,81.95,26.38,19.21,3.28
2004,162,7.63,83.46,26.04,19.66,1.31
2004,163,6.66,82.81,26.76,19.17,0.69
2004,164,6.91,80.98,28.12,19.55,0.26
2004,165,8.39,80.24,27.96,20.07,3.0
2004,166,9.25,81.84,27.67,20.77,3.63
2004,167,10.1,80.86,26.96,20.78,0.48
2004,168,10.25,79.01,27.96,20.59,3.0
2004,169,8.89,79.66,28.05,20.33,0.14
2004,170,8.44,78.56,28.44,20.22,0.12
2004,171,7.03,76.96,29.54,18.96,0.01
2004,172,6.86,76.53,30.13,19.27,0.0
2004,173,6.43,74.34,30.2,19.71,0.0
2004,174,5.68,74.94,30.7,19.68,0.0
2004,175,5.4,72.47,31.27,19.12,0.02
2004,176,5.91,73.36,30.44,18.93,1.07
2004,177,4.98,73.55,30.02,19.14,0.12
2004,178,5.02,74.54,29.9,19.9,0.94
2004,179,5.7,79.74,27.28,20.39,1.29
2004,180,5.34,80.09,27.7,20.29,7.18
2004,181,5.14,79.54,28.55,20.17,0.4
2004,182,6.27,74.71,30.35,20.23,2.3
2004,183,6.8,73.55,30.99,19.74,0.66
2004,184,6.7,79.72,27.82,19.92,0.36
2004,185,6.18,77.83,28.09,19.72,1.08
2004,186,5.72,79.46,27.8,20.14,0.32
2004,187,4.58,76.19,28.39,19.84,0.11
2004,188,3.51,72.14,28.65,19.12,0.0
2004,189,2.47,83.76,25.81,19.87,35.08
2004,190,2.15,92.38,23.05,20.47,53.89
2004,191,2.6,90.47,24.81,20.31,37.5
2004,192,3.43,86.83,25.06,19.69,14.63
2004,193,3.61,87.95,25.34,19.09,32.06
2004,194,5.51,87.37,23.77,18.81,9.8
2004,195,6.43,84.23,24.82,17.11,0.48
2004,196,6.58,84.87,25.14,18.48,1.28
2004,197,5.63,84.89,24.6,19.77,2.54
2004,198,4.93,83.12,26.93,19.15,4.27
2004,199,4.31,82.56,28.17,19.09,0.22
2004,200,3.85,83.83,27.79,19.54,1.01
2004,201,3.66,84.55,26.54,20.04,0.03
2004,202,4.45,85.86,26.05,19.76,0.86
2004,203,5.99,82.49,27.56,18.56,0.13
2004,204,5.92,84.22,24.54,17.98,0.09
2004,205,6.17,83.82,25.6,18.99,4.84
2004,206,6.21,84.17,26.88,18.8,4.48
2004,207,6.58,84.0,27.05,19.26,1.2
2004,208,6.38,81.44,27.6,19.52,1.04
2004,209,5.57,86.12,25.88,19.71,4.49
2004,210,6.36,82.53,28.28,19.19,3.58
2004,211,5.46,83.31,27.03,19.54,4.21
2004,212,4.91,85.01,26.01,19.4,0.82
2004,213,5.21,84.94,26.0,19.47,0.38
2004,214,6.35,82.5,27.36,19.7,0.05
2004,215,6.81,82.93,26.98,19.13,1.49
2004,216,8.01,85.06,26.82,19.5,7.4
2004,217,8.73,86.47,25.73,19.57,4.34
2004,218,8.14,83.9,27.39,19.64,3.32
2004,219,6.08,85.95,26.42,20.17,1.38
2004,220,6.61,83.19,27.33,19.75,0.33
2004,221,6.4,84.41,26.71,19.35,3.57
2004,222,5.51,81.11,28.75,19.02,0.12
2004,223,5.73,80.84,28.45,18.73,0.01
2004,224,6.36,83.86,26.11,18.86,0.23
2004,225,6.9,82.2,28.1,19.4,0.33
2004,226,7.18,84.89,26.23,18.45,5.62
2004,227,6.54,83.52,26.94,17.64,1.03
2004,228,6.68,82.18,27.67,19.15,5.78
2004,229,6.24,83.38,26.6,19.36,6.27
2004,230,5.5,84.53,26.34,18.26,2.92
2004,231,5.57,81.71,27.8,18.28,2.38
2004,232,6.57,82.45,26.78,18.53,1.27
2004,233,7.35,82.35,27.14,17.81,7.17
2004,234,6.89,82.11,27.7,18.01,0.14
2004,235,6.6,80.91,28.41,19.09,0.09
2004,236,5.73,81.17,28.23,18.89,0.29
2004,237,5.15,82.48,27.37,18.87,0.18
2004,238,5.18,79.55,28.99,18.5,0.01
2004,239,5.23,81.26,28.52,18.95,2.92
2004,240,5.65,80.51,28.6,18.39,0.64
2004,241,5.49,78.61,28.93,18.44,0.7
2004,242,5.21,79.94,27.95,19.08,0.13
2004,243,4.92,77.56,29.17,19.11,0.14
2004,244,5.07,76.91,29.16,18.67,0.28
2004,245,4.63,75.81,29.42,18.13,0.03
2004,246,2.48,75.77,28.85,18.76,1.25
2004,247,2.74,86.13,26.04,19.89,32.03
2004,248,3.84,89.06,24.14,19.9,9.27
